,Product_id,Selling_Price
45,BRAEBBMQQNZ9RZWR,5778.785
46,ACCEGKFCXHZZH44S,723.41656
47,SHODXQRRGKZ74U9M,4283.3984
48,DREE2Y6DVEKVVQQS,4517.861
49,PBXE8ZHHG5Y525BT,6801.2637
50,CTTEH9FXZHGFKUA3,7950.373
51,ACCDXFZXGQTBTM6N,3551.9307
52,NKCE9PFF3TT4KSQJ,7759.6997
53,BRAE6NZAZK77HXZK,1050.779
54,NKCE4TV42BHDP63U,3369.2148
55,AIREDGGD9RJPZGYW,5561.4736
56,PCSEDAPMHR2HNHWP,8373.035
57,PACE95FMAFXHZB5C,4507.8174
58,WATDG4KP445AV5XC,13350.034
59,ACCE9EYRRNZYZUBG,657.71454
60,ACCE8XZMAHNC8JVS,648.07477
61,SHOED5DCSTQKZCGF,3543.632
62,NKCE64Z4NGBHNAY7,3500.7385
63,PBXE8WQTZ5GA2YYQ,765.4746
64,MUGEGZUMGYAPVSZH,4554.21
65,PBXE4RB3Y3GXWPFV,723.68
66,PCSE2ZFDJJGFNHC7,723.51953
67,CRTECN2QT5HKHZ8F,4761.151
68,MUGEACY8Q7ZYSTN8,1477.0664
69,ACCEGG9VGRMQGHRD,7341.8047
70,PCSE76X48PVSDDVK,1022.09076
71,PBXE6677X2D6UFZZ,5693.222
72,WCKEGGGD2TXHHTJC,314.68832
73,NKCE7MMGF4PPGNA6,2989.0615
74,CRTECN2QYTPHK5YQ,5083.705
75,OIDEJFCWMMR6JQBE,5617.8193
76,WATE5HFY4MJX6CHD,5345.1543
77,DREE4FC4TAR8M5GN,1462.5326
78,HACEGPF9DZVUZBFY,8173.3853
79,PBXE4Q7YF5KUYJYW,11392.355
80,SHIED9YEH65NSA8N,10088.094
81,WATDHMQJ68MVBRFV,13359.718
82,HMBEGWTFEV4TF2RH,3262.1565
83,SHIE2FH7YTVDHFGT,3007.1306
84,CRTECN2QYRY2KWZF,4308.0703
85,TSHEDJXPN4HNT2UP,6026.624
86,SHOECZH5WGBZHZES,2713.4182
87,NKCEDCT9MSAYG6H5,5398.037
88,SOCEGGVYBTZPKXVP,4625.4775
89,PBXECARAQBCDSAZW,3424.2603
90,CAGDU85YDHP9ZJH7,2534.319
91,TCVEHSMFEGNCAGYN,5046.151
92,RNGEDAPFZ2GKRUER,850.14404
93,CAGDY9Q7HSNDHGFC,3761.2021
94,NKCECKHYZVHBQU9F,509.46075
95,NKCDQSVCRH8W73GF,6605.3486
96,WATD9H76RKGUUZHY,13893.204
97,NKCE5HYVDQVATMKF,1983.3181
98,RNGE9GWMKVHGEYZG,4146.1465
99,SHOEAGUMMWFABHUT,3113.8635
100,SWDEGZMPYQGNEBHG,4931.4165
101,TOPEFDXSHZPHCUAU,9196.751
102,CAGDU85Y85GDJGUD,1084.9874
103,CAGE4BQXK3FSTRRS,3268.8416
104,CAGDZVGTV3SMMMBY,5206.34
105,BEOEGXRVQPCKJHYC,3415.9556
106,NKCE9YFBBYBM88DR,3200.0867
107,DREECZGZVWGQM23M,3941.2095
108,PBXECYF3YHWYG4UN,344.91852
109,WATEBG8FGBPUPKCV,4862.182
110,SHIEEJG9RRDUH9XG,3235.064
111,CRTECN2QXAPEWXSF,2674.8132
112,BRAEE6YMSYPNCUX3,1355.7253
113,WATE9MVXJXHZHEJU,3297.4336
114,RNGDREYRQQGZAPQM,5687.0107
115,CTPEGGFSNDQFAAVE,3412.5823
116,NKCEF2RFAPHSHZZZ,3995.6694
117,TOPDYAZZG5NU7ZBZ,7113.251
118,PBXE7QPWMSS5XGPZ,256.51767
119,PCSECV3FHFAQ9T36,11630.606
120,CRNEJB4NBT9BTM84,5019.83
121,TSHEHU5RFJCTJKBV,6997.9844
122,DREECZJC3XBKGDZT,5413.9087
123,SUDEGGATGYXA9YBC,12135.687
124,BRAE8WYHTVZMFFHS,5692.939
125,SFFEGZBXTYFSYJQA,4160.896
126,ACCEABVYXNHCT8UE,5575.64
127,BWLE6SJE9PXGV6DD,967.08716
128,NKCDYQ3RHYREHHYV,3874.1804
129,NKCECDCRWDMZEH2Z,2912.9067
130,SRTEH2F6HUZMQ6SJ,7210.3833
131,BRAE6KWFGZFXKPPB,3553.331
132,HACEJQY5FQRZZUGM,8391.862
133,CAGEYUXVF2FNARKD,3146.1343
134,NKCE7M3QTHTCGVVF,3982.9907
135,TOPE8PBFNH9YNHFK,4866.9824
136,BRAEDQFRZS9QFYTQ,1328.9393
137,HMBEJCMMQR2JHFVP,2058.7476
138,ACCDRFVG52PHVRSK,7573.504
139,NKCE7MBR4QRBASDQ,3098.9485
140,NKCDWBPZNZU5K2QZ,3377.1426
141,BRAE8HMQATXFHFGZ,3533.5286
142,MUGEAGGKEGCPWWPN,3382.5298
143,BKPEGXYWWJPETZZA,5230.9775
144,SGLEGBV6ZNUJNJS9,5929.6543
145,CAGEYUXVAKNKDUUV,6507.639
146,NKCEDH9ANZGDAUWG,3060.312
147,NKCE5EHJHS38BUWB,3371.489
148,PBXE9YWGRFUQXHQH,12623.166
149,SHIE3QDHP5RDGMZY,2682.0317
150,RNGE9HDVMPVBYPGJ,3105.7388
151,SCHE4YSTCUUSJWCK,2055.8782
152,SNDEGGTV9XERMGHH,7309.038
153,PBXE92XFUMB7QWY6,8372.123
154,CRTECN2QYK2R2PUS,4115.906
155,TOPEEEPVYHHF9HGW,3327.6707
156,MUGE8F5RDEYMH4YH,3876.8074
157,NKCE52CSJ2GUY64G,1394.6945
158,SHOE2K68QHZ3DWZF,3782.1208
159,DREE9YJHZZHWHAU7,3992.2422
160,NKCEACYSHS4MGKGY,12699.943
161,CAGECT64KH6CZVMR,14158.982
162,WATD9H76RG5FQT5Y,15508.433
163,NKCE5UY97ACC9QAZ,438.43903
164,LJGEG6UPBW8GKPRD,4614.7935
165,PBXEBFGFRM5797BZ,4499.362
166,RNGEAY8GRWYMYSAK,5128.9233
167,SHOEF9G8WTWGAAFB,3651.649
168,PBXE5ZJZSAC73ZED,8676.39
169,NKCEYYX9HJWJXAA8,3523.443
170,CAGDTFSHTF6TRBFZ,4530.2266
171,PBXE6E6YDZDNVKQH,827.1257
172,TROEGNQDQNGN99PJ,4212.8906
173,CRTECN2QXC68CTUM,6425.618
174,CRTECN2QZNXTGGXG,5348.9634
175,VANE4VND2XHZRCNT,950.4393
176,NKCE8SESMHF2VSRM,3740.8596
177,SHOEBYY4ZDWGQGEW,7757.325
178,NKCEB7935AJSADGR,3707.6055
179,SHIEBAXYS3FUTX8Z,6381.6914
180,NKCE2YCPKAPWDH8C,2895.3237
181,FABE92NVHZHSFHGT,3293.9863
182,SHIE93YGTRAV6XTW,5617.164
183,CSOEGTPR39XZHZJY,4994.8096
184,WATE5HFYHPFHRCHY,4824.4526
185,BRAEBHCHY6VVRNRQ,1873.1943
186,NKCE5QPMUZRQFDAZ,1870.7212
187,NKCE9ABEE5HDWZSM,5940.1597
188,SHOEJCZ28JFRY9RR,5937.8975
189,PSLEAVTQQXEXZYYZ,4672.4946
190,SHOE66V8UMNGZKYM,1060.5931
191,SHIE5HBGWKWJWFRA,3727.7627
192,TOPE4HXDZHPR9K2C,1784.1176
193,BRAEBCTWGWYRWXHC,5432.236
194,TOPE6ZCJBVZY3HBH,4897.011
195,CRNEG7BKMFFYHQ8Z,4743.666
196,SHOE7DJBEPYGQPHF,3777.1096
197,ACCEHY86UG6B63AZ,4754.023
198,BLBEJR23J2CTPFAU,6052.162
199,ACCEEV5V5VD5DR9C,881.2053
200,UMBEJZFHE285UEV2,5991.2695
201,SHOEBN3FFYG75P3D,3097.2383
202,NKCEFGFURYNWH2DR,3969.1348
203,ETHEJG7NW4M4AFCZ,6885.092
204,SWSE9UH4KXCHZHRJ,3475.0007
205,CRTECN2QZ7XUGBR6,4140.9116
206,BRAEDNX2NHZX5PKN,9551.162
207,BRAE73KFJGNSP2NP,2174.6572
208,MAHEDFPZVKF79JVQ,3995.8325
209,NKCECRQY6MGHBPQ3,8751.239
210,CRTECN2QYYWUXHRP,3095.084
211,CPCEKY4TKBYFE7PH,5561.92
212,TOPEA8HNSZB8VGUR,2459.4907
213,TOPECJZ4ZDXQZB4A,5476.847
214,SHIE92XGJHG4HH5E,6080.7886
215,CRTECN2QVSZXUG7X,4874.921
216,BRAEBBYRUSRHZD34,7478.2993
217,IFPEE76BG92E5SVS,5809.0107
218,CAGEBZ7UGCZZHVTE,197.06026
219,CAGE3GFTPMNXPZAG,890.5611
220,SWTEDX3KRCTNHUGY,5888.22
221,BBAEFKXVXVM8SYZW,7159.0557
222,PENEGZ6RHFWHX7JX,1395.7466
223,ETHEGFZFQT7ZCH3U,3019.595
224,TOPEE2FFAXQGSUZH,5302.747
225,CRTECN2QWAGCHYGC,3879.126
226,SNDEJGWQSWNHXXA3,11572.085
227,BHGEGTAVKNNCPUGG,12926.142
228,BBAEGNUNHHZEYSPD,534.8178
229,NKCEANMPZYMHYEA3,436.68475
230,RNGE88Q9FH632SHU,1129.9205
231,SNDE7PY9TG8P7YYR,866.5189
232,SNDEHZQ7YZAHAZYP,4604.282
233,CRTECN2RDAKXQHYH,3578.2383
234,SNDEAVZ4MSGYFBUD,1508.6815
235,RTRDWBPC23ZAYMSE,10522.338
236,PCSDYQEW5ZMFBVFQ,11245.543
237,DREECZJBH8KGCZHT,8410.115
238,CAGED654SQMMADH7,2028.9517
239,MFLEYGFH8PFBVRDG,4990.6562
240,SHIEBWNUURZ8BWDZ,4090.6624
241,BRAECTFYXKNAVFAN,5737.184
242,BRAECBVGHCB2FN49,4699.5815
243,SHOEHX7CGSEMUENU,2694.8867
244,CRTEB774NHSDW3DV,2388.5095
245,VLBEGZ7SZFZBUGBZ,5968.471
246,BRAEGJFXGYFPGHYG,4693.554
247,ACCEGKG4S4B7QGGT,1904.1277
248,BBAECKHYXGE3VJXB,1660.48
249,BBAEDVYSEN75YZZ7,6588.073
250,RTRDYZCGGJFBU6XM,3341.3184
251,CAGEBTJBB5X8GCF8,853.6173
252,HLUEJQ3UVGNXSPZG,7612.4897
253,NKCE8RB5WSWKJPFR,3857.943
254,BRAEDFYYKNGBGPF3,6388.738
255,SHIE2CAJP6XBWPU2,3786.5378
256,SHOE2GUJW6XNFG3W,696.21094
257,TWCEJFXHGDSG5XZV,6759.765
258,NKCE9Z2JYUYZ2JZ3,10220.488
259,WATE54YZWYXR6Z7J,2663.4512
260,SWTEEYFFFRWGKZR5,5745.114
261,NKCE6NHRGQJHWFDK,4923.634
262,NKCEYM3B6ZP3YSQQ,3419.122
263,PAEE8AHWJWMDAXZU,7769.431
264,RTRDZK8XCUEKZDFZ,625.883
265,TOPEHZMHJHEMRDHY,2967.9724
266,NKCE9AZMPE3PJPEW,647.6203
267,BRAEAR7WUYD3CZAT,2238.522
268,BRAEG7AYZAQBS3EH,6269.924
269,BRAEDQEEYYH4WRQK,4710.872
270,BRAE4F8NCQJFTGEZ,5514.9385
271,MUGEACY87HUCUYCD,3783.9065
272,BOTEDSEN9ZSFUUAQ,703.4561
273,WATE3GEYE8JQT7WM,5700.319
274,TOPEB96CYHMPMDKH,2644.174
275,NKCE5QGT7GFDSUZK,1878.3241
276,VESEGZRVWZEYTVMG,6934.729
277,SCHE4YSTHJSYEJHJ,3011.3953
278,KLSEGT5ZUGR9FQXE,6343.7197
279,NKCE79CGHYMSS7GH,3285.681
280,JEAE8CZGJ8PGGHRQ,901.2872
281,SHOEC8QGWFF2VXAN,3016.0227
282,SHIE6G75RNDQSGUQ,2016.9045
283,SHODZ5YHTEHZTR3V,4166.3354
284,ACCEKFVVZJMTYWPK,3674.2944
285,DRPEHGFFGQTXK3E3,2914.4602
286,CRGE4XJBHZGHJYGU,7074.7183
287,NKCE9Q93F3HJYGZT,374.86752
288,SNDEGJFV5J8CTGJV,8236.035
289,SUDEHYGUMT6UGYAR,3351.1692
290,RNGE7M92HQECSUYG,6589.158
291,TOPE7ZHYDE2MKNHF,4117.825
292,NKCEBHGBEABMWDKA,5356.082
293,PACE7ZNHBP4FASAQ,2709.0825
294,NKCE7A3XXTTBHHC6,3939.681
295,WCKE2TFYTHBHTP5B,5242.373
296,BRAEDTPDZSCRZCYG,5503.516
297,SHOEBKEYSKS87GKG,3636.5168
298,CAGDUGFYGG2KWWK7,10473.84
299,SHODZDAE6FKCC8AH,574.59344
300,SGLEGBV5STVHGKTD,5596.683
301,RTREBVK9HX8XJH2T,356.61096
302,PCSEAKVBGC7CJQZT,10325.219
303,MATEB88T7MVJGSG5,5545.6655
304,WATDJYPXKHPPNGQK,7602.9033
305,BRAE8QNFFGWGG5MY,1938.1661
306,NKCDWBPZZSYWKHE9,1983.539
307,USGEJPQHT8YPZ7D8,3120.6648
308,NKCEFKBYHXQ8VVF8,480.55063
309,SHOE4JCEZDRSHC4S,3138.286
310,ACCE9E2RT56M3GSU,4359.7144
311,CRTECN2QXQGJ7JZD,3260.093
312,TOPEBS26V3JRYSF3,743.30023
313,NKCECZNMRRVZ9YWF,294.52515
314,CAGE75QCGVXYV78T,2861.5286
315,WATDG9F74GYWEH4U,1779.8075
316,BRAE3WVQPYSZ54FF,6691.2065
317,SWSEBHCP9JC4GQKT,4549.8696
318,MUGEBJ7XAFVH25VD,2181.762
319,LJGEATZRDCFAJGYZ,5726.616
320,BRAEBXRB8GFZ6HM6,4353.463
321,RNGEDAPFZWSSMHYW,1099.9952
322,DREEHFABXP5AUZA8,5220.987
323,RTRDFFYGJ4GNRSHQ,9560.877
324,CBREFYM9TSSUHJSQ,2806.2832
325,PBXE6EF4PSJX9WXH,3946.414
326,CRTEHSS9UZJZYMZD,469.08447
327,DRPEHYHG9YYHD2HH,4397.0845
328,CAGE9AGR4VWWTDY4,7516.0254
329,AVCEJCJQWBYMNPGU,2148.2375
330,BRAE7T3WADAJU4ZS,2101.7773
331,TPYEGGUFSKXJFYY5,6869.7583
332,SUDEHYGU4GE9UCXJ,5513.8154
333,FABEB2TXH4MGQC2H,4796.552
334,NKCE9G2BZAGKXPGY,4519.8887
335,TOPE8H5DJWGAY2CD,9397.412
336,BBAEGGF3HF3ZPBVG,1540.249
337,ACCEC87TREZYJJPE,6598.135
338,DRPEHYHMEZHDYRK5,3796.0325
339,NKCE5VAAPVP5DGMZ,540.3894
340,NKCEBZN92EJ7PDFH,3230.8975
341,ACCDXFPYT58AGGAF,7142.602
342,MUGEGZUHX744RFEN,5600.901
343,RNGE8Z3KSHGCMSCP,3057.413
344,SHIEYZ3F3QWMYNEC,3198.3499
345,SHOEJCZ2JNGJSPEJ,6690.2676
346,CRTEB774RSGGQZ9U,2799.624
347,BRAE8AJZW5QBNWAZ,2249.6062
348,CRTECN2QZ8CWZEFZ,5757.567
349,SHIE9FMZAH4U4H6Z,461.69046
350,CAGE68FFYRMDRF3X,8826.219
351,NKCE3GNVPGUYY8AZ,3242.632
352,PCSE4ZQ8TRUZDMEU,1264.3894
353,PACEC89YGNYZCMC4,704.8722
354,NKCE9YX24KHRDNHG,3053.9194
355,FABE88MGUBPCQWR8,2479.2979
356,ACCEH74HAGTY6W8P,884.0822
357,NKCECGVARVRMARSS,6396.926
358,CRTECN2QZXFVEPGG,4364.293
359,NKCEC8AZQUFGUXGH,2130.053
360,SHOED6C5ZGCBKTP2,2647.1345
361,RTRD7HN3BBE7G9YT,3431.5142
362,ACCEA8JPDNTF7NZN,1677.8707
363,NKCEBHGBAFBCXXYC,936.25995
364,PCSEC86VGEWVKHWZ,13677.219
365,SHOE3URGYEVZ55GD,3062.4175
366,NKCE9PFFQHU7GTU7,9364.689
367,CRTECN2RCH9CG4SA,6003.6714
368,TSHEHU5RWUGEAJFE,5395.7627
369,PBXE92G5YEA7JAHZ,5062.499
370,ACCE8XUCYRB9ATHZ,4238.3833
371,CRTECN2QWEDYMDNQ,714.789
372,PTPEYCF7GZU2T54E,2281.2954
373,SHOEC9FZ3BAF7ASF,4175.612
374,CAGE7DSFQGVEGHC8,5937.384
375,SHODUMFYWTPDYNX6,5218.493
376,ACCE6P3BBZD72UJ6,833.4081
377,NKCEFG3CHGEHMRTD,3087.188
378,RNGEDAKBYYVCFWZP,7530.903
379,TROEGZ65YHBQKG9T,5685.2236
380,BRAEDSKCXVNYXGA6,1576.5084
381,NKCE9ZVGMHZVTF2D,4294.3228
382,WATDUKHHH4SQXDAK,5416.668
383,CAGE745BJ67RZCRR,2054.29
384,PCSEAKVBNSFWGBGE,1208.0885
385,TSHEHV9TPRUBUENE,4280.109
386,SHOEY8RMVZV3UY3A,3864.4058
387,TOPEGWUTW6GWYSBE,2192.6516
388,ACCDQDYBYVQZNHCH,8743.096
389,MUGEBFGF6MDQGHBG,3940.796
390,CAGE6HHHUHFQSAPW,491.62
391,RNGE7GVYAP66GRDD,4192.3735
392,PBXE5SUCYEBBSFXJ,10374.751
393,BRAEBBMQZBZHCFAJ,4469.4424
394,BRAEAC839PBQV9KF,1188.9658
395,BRAEAW9HT2EUZD3X,2094.4543
396,SHIE2QTSMSXF9QAH,3754.082
397,RTRD6FYYWFHEYJYE,5442.2705
398,CAGEFPY9ZSFFNVAW,9843.64
399,ACCEGKTSGJEEVTZ4,912.6678
400,AIREDJCGZN2HKZHJ,3194.5664
401,BRAEA5MZ8VZHNGGH,7622.3276
402,CRTECN2QX53WHTKZ,2744.6272
403,JWSEBCY4HDWGJZBT,1333.9512
404,BRAEB2ZTVYY3UKWA,1909.7386
405,WATDZMBRPYAYTP4G,7119.5566
406,TOPE7WAUFEYYDXKG,10182.364
407,TSHE4DTF53HPYMU4,4166.77
408,BLAEE3YXZGWWT8UD,6264.3267
409,RNGE7M925YCWZZRR,6687.7505
410,BKPEGXWHXG4GZWET,1139.586
411,RTRE8GJUFNETVUMZ,5102.0225
412,SWTECXPHFVTHWJF7,10625.899
413,SHIECKYBNNY2BNZD,4280.345
414,WATE7GP3JZMFEGZG,10724.72
415,CAGE68FFHZRTSZS5,4068.5217
416,ACCEGYP2TMX2NUPH,5624.8813
417,NKCE9YFBBNJ82UVB,4109.0327
418,HMBDRUCNJSJQRRGC,6606.2104
419,CAGE3GFTQ3UHZ4TC,852.5537
420,NKCDTAXF2EYZ7MP8,2940.4043
421,LJGEYSUNTPQZG4ZG,907.52655
422,TOPEGF4KEGGVMSXX,5324.8706
423,TSHECQKNFFER2ERM,3681.8774
424,PBXE9YWGTS7NGYKT,2100.8315
425,WATDZ5HGXEYDHBWD,12904.9795
426,PRCDVFAFM2FPJBMZ,1782.9749
427,PTPE2F33QGYXMHGW,4047.3875
428,KRTEJCZ4M7FD3NJS,2720.0906
429,NKCEAPCYFBP4UJ3V,2970.1804
430,CAGEBTJBRFGAUQQB,5210.5293
431,MUGEAGGKZFYBUMP9,2566.5725
432,ACCEAZCVGGGWZGKU,818.071
433,CRTECN2QVV7UJQNH,4942.315
434,NKCDXEGWS7VWXSEJ,2861.4514
435,NKCDY44FMPNQHFFN,1376.1486
436,NKCE8JXS2AAKUGGD,3698.9048
437,RNGE88FRWWZECGGM,6589.097
438,BRAE7GU9K3E2PWGC,443.35184
439,VASEHU9W3N9RDPGZ,7264.599
440,PCSEC86VSX45XVZS,12470.688
441,NKCE49ATF8BFHDVP,1530.8323
442,KTAEHETVCXXZRXGK,10632.812
443,KTAEHE9HAED4VUQB,5383.069
444,PACE472CMNPGQY2W,2720.0886
445,NKCEAPCYFTHYVARD,555.6082
446,SHODPH4GZWVXE5RB,964.32025
447,BRAEB3KBY393GUHA,10337.381
448,BRAEB2S8RZZRXMT3,2265.0647
449,PCSEAH5WWRYGEVGZ,7135.245
450,NKCEAVZ3C9CRDB6Z,333.55966
451,RTRDZTF9URF2UFPF,9192.4795
452,CAGE6HYJDNZJVADS,4569.267
453,SWSEBHCPZGHMBKJY,3787.9946
454,ACCDQGVSDZ92ZWGW,2889.265
455,NKCE4CSZUZWHUTFS,468.54224
456,ACCEGKFHRFGN6XZB,872.3618
457,BRAECGQ4GW73HJFV,949.59186
458,CRTECN2QXZ9ETCGB,3634.5159
459,MUGE6A5HZUJ924WH,2471.9167
460,BRAEE6YMK83RB9MZ,873.27014
461,TMLED6G5MJQGNZHS,4314.393
462,NKCEFGFUZURHNH6R,2920.986
463,NKCE7ZPRQX9SBZXN,2360.0852
464,VANE3KUFUXF2CVHU,5263.6147
465,NKCED6EYN4ZPK9AA,8125.3643
466,RNGEDF5HDGKZGA3T,1209.6873
467,ACCEAZCVVFPBJAGB,1122.7402
468,PBXEDCSE8CHTATYY,4541.363
469,TOPEFYB6HRPPCD8R,6849.396
470,RTRDTSBQW94HJ8VT,218.30472
471,NKCEYGTGJ65HSJ9Y,2228.2356
472,NKCEFFFPGEJSTBJP,475.62323
473,NKCDYASFYGXZESTM,3190.897
474,NKCE6SR4H3EHXWNA,3751.3552
475,AUDCY8T7KPEG3ZZF,5849.7603
476,NKCDWBPZCHZEYT7S,3477.609
477,NKCDYARBFFBQYKFH,3737.1729
478,TOPEBZYTWUYMJXSG,4973.0293
479,DRPEG3ZH7GJFFZDM,6366.2637
480,SNDE6KNAQN3GFRQG,7408.544
481,WFCEHYZMGJQWVVZU,5649.319
482,ACCEGZ6BRBTGQWZY,3893.6572
483,CRTECN2QXH4N9WZS,2678.3
484,PTPDZYCEDURXTYRF,2010.9934
485,ARPEEMC95HMYAJNH,5487.1904
486,SFFEGKYYDWTZTEQC,4285.2065
487,PCSEC86VCFQYV6QG,6346.5645
488,BCHEHYMBZQ8ABUUY,1584.0144
489,RNGE87FCQJ9GRKWZ,4805.795
490,NKCE5ZHWX6Z8PBFH,2013.5371
491,BRFEJYHNGYSX9T9D,3347.7522
492,TOPE7ZHYQFFHPCBX,4573.2095
493,CAGED6YFBH8NZQM8,694.87994
494,STREDF58JH3GQZF9,2645.5842
495,BRAEA5MZDQKHUQCT,3251.8655
496,MUGEBFGF6ZUHKH4C,616.7464
497,CRTECYY4GFDJFKBD,4773.0947
498,WATDZRZGZAM7HDGV,6653.832
499,CRTEHSSCVTZ3DB72,1045.5308
500,NKCDXZGUZKNYVXG9,11104.158
501,TOPEBN6MZNGGZEMY,10867.628
502,MUGEACY8VQRMM4FX,2410.7317
503,NKCE5UY9HQTQ8TBG,7794.838
504,SCHE4ZYTVE8DY5PP,3509.9321
505,RNGE9GWPJH9MMNWX,5684.113
506,CAGE8FG3CYVFG2GM,2644.5479
507,SHIEHXZMQPC4GT6F,881.9337
508,ACBEHDU9Z9DGZP9Z,5445.433
509,BRAE6KWFPZWJ2FHH,2101.701
510,TSHE8CAWEGE3CUPM,3685.5474
511,SHIE9J6PFGP9DZAH,4086.8215
512,CAGEYFZWNCKDDXXQ,1224.951
513,JCKEEABZDWF9VU7N,6954.2837
514,SOPEJ7SCRS3SKFGP,4229.699
515,WATE9MVXHMTCFZSP,766.345
516,CRTECN2QXMXFUYRD,1373.525
517,RNGE96Y49HCWGUGH,885.03644
518,BRAE9RDQYNWZBYJF,2106.399
519,RTRECFHX3TDFD9SP,8253.164
520,BRAE59YTMB36ZVFG,8077.655
521,ACCEGZ6B9MYUTYST,6425.5337
522,SHIEF8DUHZJP8MVC,767.40045
523,LJGEG52SCZ5WZBKZ,4507.3096
524,SHTECN9HDECRYPF8,6831.135
525,CSKEH3JPF4EJVBSF,6829.7246
526,BRAEBBYRYT9WDJRQ,939.3707
527,SFFEGGJYFJWAV4HV,3596.7104
528,CBKEHGUY3GEHDSFY,5563.786
529,NKCE73V3DADAVHDU,3939.8618
530,TOPEGF6QDCGCHHXY,895.9089
531,RNGE3YSWFWYYHNCA,5739.6606
532,NKCE8HSQJQBPRSGY,6190.3667
533,CAGDU9C3QVCBMQKQ,3371.4692
534,BRAEDQDFMNC6MQZW,1151.3483
535,SHOECB92BGNGSZGZ,640.0533
536,DREEAVBXKQUUVJUT,4547.011
537,WCKE2TFYZGPGDGGV,4320.649
538,CAGE9AGRUGPHV5FM,6848.118
539,BRAEBB6TT8GKVG8A,2199.754
540,CRTECN2QUCSMF4SX,2962.952
541,BCHEHYUKDZZPZBH2,2241.7302
542,BRAE8JUHJB794RZY,7511.257
543,BRAE4DJMZCWYGDJU,4814.8545
544,GLSEJGVBRQMYV7NE,6804.4116
545,NKCE9Q93HRESPRBU,5779.002
546,NKCECATQF8ZXGXJS,870.7153
547,ETHEJG7NHGRFGHHK,10923.801
548,NKCEASCZBAEB2Y63,2635.3608
549,ACCDSY8ERUYRYSUA,1324.5619
550,BRAEDH76V3J4FBWQ,6322.5
551,HACEGPF9FJFJQU2R,783.2583
552,ACCEGBTPV5PPBHVD,6013.6006
553,PCSEAH5WCDGS8YCZ,2807.345
554,RTRDRUZCPNJ3MTAT,517.0449
555,PBXE68H4WBX5AFCH,3199.9446
556,RNGEHFDYHVSR3SMH,3005.6777
557,DREEDR97ZHGNPWFR,5485.8057
558,NKCE9ZGXGSETFAZU,2878.5044
559,SWDEGU4MDSDGGJHN,1071.2012
560,PCSE3X2TJCZGDYYZ,15967.006
561,MUGEACY86QBJGTZA,4197.986
562,CRTECN2QXC7HYKPG,8339.105
563,NKCDTAXFXWPKGZAN,521.1655
564,USGE9ZHVSVH9FVHP,1007.8492
565,TROEHQYAHGHUEXXZ,6124.0894
566,NKCED8SK6UNMAZST,6677.091
567,TUNE8XCD5NGNPDYJ,1218.5732
568,KRTE7X8NADSVDEET,7600.648
569,FABE789N7XA5E9GY,3736.2896
570,IRNEGYYU2ZVJQQ5T,4571.7207
571,ACCEH5Z2YUKYQBFP,4304.9087
572,FABEADKAG5XYGZHK,2867.893
573,BRAEDSGAUHAZHBY5,6022.9404
574,CSKEH3JPCEGTMZFP,3674.3767
575,SUDEGVG6YTPMYPU4,2019.5573
